caseid,dAge,dAncstry1,dAncstry2,cat_Avail,cat_Citizen,cat_Class,dDepart,cat_Disabl1,cat_Disabl2,cat_English,cat_Feb55,cat_Fertil,dHispanic,dHour89,dHours,cat_Immigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,cat_Korean,cat_Lang1,cat_Looking,cat_Marital,cat_May75880,cat_Means,cat_Military,cat_Mobility,cat_Mobillim,dOccup,cat_Othrserv,cat_Perscare,dPOB,dPoverty,dPwgt1,cat_Ragechld,dRearning,cat_Relat1,cat_Relat2,cat_Remplpar,cat_Riders,cat_Rlabor,cat_Rownchld,dRpincome,cat_RPOB,cat_Rrelchld,cat_Rspouse,cat_Rvetserv,cat_School,cat_Sept80,cat_Sex,cat_Subfam1,cat_Subfam2,cat_Tmpabsnt,dTravtime,cat_Vietnam,dWeek89,cat_Work89,cat_Worklwk,cat_WWII,cat_Yearsch,cat_Yearwrk,dYrsserv
18491,4,1,1,0,0,3,4,2,2,0,0,3,0,3,1,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,3,0,2,0,2,0,3,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,13,1,0
18492,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,223,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
18493,3,11,1,0,0,1,4,2,2,0,0,1,0,5,3,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,3,0,0,0,1,1,0,3,23,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,12,1,0
18494,7,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,4,23,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
18495,4,1,1,4,0,1,0,2,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,5,0,2,1,0,0,0,4,2,2,6,0,2,0,2,2,0,2,0,0,0,0,3,0,2,10,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,11,2,0
18496,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,23,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,5,0,0
18497,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,3,0,121,0,0,1,0,22,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
18498,7,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,4,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,3,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,14,5,0
18499,3,1,1,0,0,2,5,2,2,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,2,2,3,0,2,0,1,1,0,2,9,0,0,1,1,0,2,10,0,6,0,2,0,0,0,0,0,2,0,1,1,1,0,11,1,0
18500,2,11,1,0,0,3,0,2,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,10,0,2,2,4,0,0,4,1,2,3,0,2,0,2,1,0,2,6,0,0,0,2,0,2,10,1,6,0,2,0,0,0,0,2,0,0,1,1,2,0,6,2,0
18501,3,2,2,0,0,1,4,2,2,0,0,1,0,3,3,0,2,0,0,1,0,0,0,0,6,0,2,0,4,0,1,4,1,2,1,0,2,0,2,1,4,3,2,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,5,0,2,1,1,0,13,1,0
18502,7,1,1,0,4,0,0,1,1,0,0,3,0,0,0,10,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,1,4,2,0,4,0,1,0,0,0,6,0,2,52,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,6,0
18503,7,1,2,0,0,6,3,2,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,1,4,2,2,4,0,2,0,2,1,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,4,0,1,1,1,0,10,1,0
18504,5,1,1,0,0,1,2,2,2,0,0,3,0,3,4,0,2,0,0,0,0,0,0,1,4,0,2,0,2,0,1,4,2,2,6,0,2,0,2,2,2,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
18505,2,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,24,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
18506,1,9,1,0,4,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,3,2,1,4,0,2,0,121,0,0,1,0,52,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
18507,6,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,6,6,0
18508,3,3,1,0,4,1,5,2,2,1,0,1,0,4,3,5,2,0,0,0,0,0,0,0,4,0,1,0,4,0,1,4,1,2,6,0,2,4,2,1,4,3,2,0,0,1,1,0,3,52,0,6,0,1,0,1,0,0,0,2,0,1,1,1,0,11,1,0
18509,6,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,1,1,0,0,2,0,1,0,4,0,0,0,0,0,6,0,2,10,0,2,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
18510,6,6,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,4,2,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,21,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,5,5,0
18511,3,3,1,0,4,1,2,2,2,1,0,0,0,3,3,4,1,0,0,0,0,0,0,0,3,0,1,0,4,0,1,4,2,2,5,0,2,4,2,1,0,2,0,0,0,2,1,0,2,52,0,6,0,1,0,0,0,0,0,5,0,1,1,1,0,5,1,0
18512,3,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,2,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,5,0
18513,3,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,2,0,2,0,1,4,2,2,5,0,2,0,2,2,0,4,10,0,0,1,1,0,4,10,0,4,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
18514,4,0,1,0,0,1,2,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,5,0,2,0,2,0,1,4,1,2,1,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,4,0,1,0,0,0,0,0,6,0,2,1,1,0,9,1,0
18515,6,1,2,0,0,5,3,2,2,0,1,0,0,3,3,0,2,0,0,0,0,0,0,0,11,0,2,0,0,0,1,1,1,2,2,0,2,0,2,0,0,3,0,0,0,1,4,0,3,10,0,1,11,1,1,0,0,0,0,1,0,2,1,1,0,10,1,2
18516,4,0,1,0,4,1,0,1,1,0,0,0,0,3,0,8,1,0,0,0,0,0,0,0,9,0,2,0,0,0,0,4,2,1,2,0,1,3,0,3,0,2,13,0,0,0,6,0,2,52,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,9,2,0
18517,4,2,1,0,4,1,3,2,2,2,0,0,0,3,3,3,2,0,0,0,0,0,0,0,5,0,1,0,0,0,4,4,1,2,6,0,2,2,2,1,0,3,0,0,0,0,1,0,3,52,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
18518,3,1,2,4,0,1,0,2,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,4,0,2,1,4,0,0,2,2,2,6,0,2,0,2,1,0,3,0,0,0,0,3,0,3,22,0,6,1,1,1,0,0,0,1,0,0,1,1,2,0,11,1,1
18519,6,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,1,2,0,0,2,0,2,2,0,0,1,0,0,0,6,0,2,22,0,1,8,1,0,0,0,0,0,0,0,0,2,0,0,10,5,1
18520,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,23,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
18521,3,1,1,0,0,1,4,2,2,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,22,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,14,1,0
18522,2,1,7,0,0,1,5,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,2,2,2,0,2,0,2,1,0,2,2,0,0,1,1,0,2,10,0,6,0,2,0,0,0,0,0,6,0,1,1,1,0,10,1,0
18523,4,1,2,0,0,1,2,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,4,0,2,0,0,1,1,2,1,2,6,0,2,0,2,1,0,4,0,0,0,3,1,0,4,10,0,1,2,1,0,0,0,0,0,4,0,2,1,1,0,16,1,1
18524,3,8,1,0,4,4,5,2,2,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,9,0,2,0,0,0,10,4,2,2,2,0,2,3,2,2,0,2,0,0,0,0,1,0,2,52,0,1,0,2,0,0,0,0,0,4,0,2,1,1,0,15,1,0
18525,3,2,1,0,0,1,4,2,2,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,4,0,1,0,4,0,1,4,2,2,2,0,1,0,2,1,0,2,2,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,5,0,1,1,1,0,10,1,0
18526,4,11,1,0,0,6,3,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,2,0,2,0,1,4,2,2,5,0,2,0,1,1,0,2,0,0,0,1,1,0,2,10,0,4,0,1,0,0,0,0,0,1,0,2,1,1,0,8,1,0
18527,3,11,1,0,0,1,0,2,2,1,0,4,0,2,0,0,1,0,0,0,0,0,0,0,8,0,1,2,4,0,0,4,2,2,2,0,2,0,1,1,1,2,0,0,0,0,2,0,2,10,0,6,0,1,0,1,0,0,2,0,0,1,1,2,0,11,1,0
18528,3,11,1,4,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,0,0,4,2,2,0,0,2,0,1,2,4,0,8,0,0,0,3,0,2,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,11,7,0
18529,3,1,2,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0,0,4,2,2,3,0,2,0,2,1,4,0,1,0,0,0,6,0,0,24,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,3,0
18530,3,11,1,0,0,5,4,2,2,0,0,3,0,1,5,0,2,0,0,0,0,0,0,0,5,0,2,0,4,0,1,4,2,2,2,0,2,0,2,2,1,3,6,0,0,2,1,0,3,10,0,6,0,1,0,1,2,1,0,5,0,2,1,1,0,11,1,0
18531,4,0,1,0,0,1,1,2,2,0,0,5,0,3,4,0,1,0,0,0,0,1,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,0,3,2,1,0,0,2,1,0,2,21,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,10,1,0
18532,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
18533,4,11,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,1,2,2,0,2,0,0,0,6,0,2,21,0,6,0,1,0,1,2,1,3,0,0,0,2,2,0,12,7,0
18534,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
18535,3,1,1,0,0,1,4,2,2,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,9,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,0,2,0,0,0,1,1,0,2,10,0,6,0,3,0,0,0,0,0,2,0,2,1,1,0,16,1,0
18536,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,211,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
18537,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,223,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
18538,6,1,1,0,0,1,3,2,2,0,0,0,0,4,4,0,4,0,0,1,0,0,0,0,4,1,2,0,2,0,1,2,2,2,1,0,2,0,2,2,0,5,0,0,0,1,1,0,5,22,0,4,8,1,0,0,0,0,0,4,0,2,1,1,0,15,1,1
18539,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,121,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18540,7,11,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
18541,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,122,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
18542,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
18543,5,1,2,0,0,6,0,1,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,9,0,2,2,4,0,0,4,1,2,1,0,2,0,2,1,0,3,2,0,0,0,6,0,3,10,0,6,0,1,0,0,0,0,0,0,0,2,1,2,0,11,2,0
18544,1,3,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
18545,5,1,1,0,0,1,4,2,2,0,0,5,0,5,5,0,1,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,10,1,0
18546,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18547,2,1,12,4,0,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,2,1,4,0,0,4,2,2,6,0,2,0,1,2,0,2,11,0,0,0,3,0,2,10,0,6,0,1,0,0,0,0,3,0,0,1,1,2,0,8,1,0
18548,2,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,2,4,0,2,0,0,0,6,0,0,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,11,7,0
18549,3,1,1,0,0,1,2,2,2,0,0,1,0,2,4,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,4,2,1,0,0,1,1,0,2,24,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,11,1,0
18550,2,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,1,1,0,0,2,0,223,0,6,1,0,10,1,6,0,2,0,0,0,0,3,0,0,0,2,2,0,7,7,0
18551,4,1,1,0,0,1,0,2,2,0,0,2,0,5,0,0,4,0,0,0,1,0,0,0,8,0,2,2,0,0,0,4,1,2,1,0,2,0,2,2,2,5,1,0,0,0,6,0,5,10,0,1,0,1,0,1,0,0,3,0,0,2,1,2,0,11,2,0
18552,5,1,2,0,0,1,2,2,2,0,0,3,0,3,5,0,2,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,4,3,1,0,0,2,1,0,3,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
18553,6,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,2,1,1,0,0,2,0,2,0,0,0,0,0,0,0,6,0,2,10,0,1,7,1,0,0,0,0,3,0,0,0,2,2,0,10,5,1
18554,5,1,1,0,0,3,2,2,2,0,0,0,0,5,5,0,2,0,0,1,0,0,0,0,5,0,2,0,0,0,1,4,2,2,6,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
18555,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
18556,6,11,1,4,0,1,0,2,2,0,0,5,0,3,0,0,1,0,0,0,0,0,0,0,4,0,2,1,2,0,0,4,1,2,5,0,2,0,2,2,4,2,0,0,0,0,3,0,2,10,0,4,0,1,0,1,0,0,1,0,0,2,1,2,0,10,1,0
18557,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,5,6,0
18558,6,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,21,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
18559,6,1,1,0,0,1,4,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,13,1,0
18560,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,112,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18561,7,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,2,0,0,0,4,1,2,1,0,2,0,2,1,0,0,0,0,0,0,6,0,3,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,11,4,0
18562,5,1,1,0,0,1,1,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,8,0,2,0,0,0,1,2,1,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,22,0,1,4,1,0,0,0,0,0,6,1,2,1,1,0,11,1,1
18563,6,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,1,0,0,0,0,0,1,0,7,1,2,0,0,0,1,2,1,2,2,0,2,0,2,2,0,2,0,0,0,1,1,0,3,10,0,1,8,1,0,0,0,0,0,4,0,2,1,1,0,10,1,1
18564,3,3,1,0,1,1,4,2,2,1,0,3,2,3,3,1,1,0,0,0,0,0,0,0,7,0,1,0,0,0,10,4,2,2,2,0,2,1,2,1,1,2,1,0,0,0,1,0,2,31,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,11,1,0
18565,7,0,1,0,0,1,0,1,1,0,0,3,0,3,0,0,1,0,0,0,1,0,0,0,7,0,2,2,1,0,0,4,1,1,3,0,2,0,2,1,4,2,0,0,0,0,6,0,2,23,0,3,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
18566,4,0,1,0,0,1,5,2,2,0,0,2,0,3,1,0,1,0,0,0,0,0,0,0,8,0,2,0,2,0,1,4,2,2,3,0,2,0,1,0,4,2,10,0,0,1,1,0,2,24,0,4,0,1,0,1,0,0,0,3,0,1,1,0,0,6,1,0
18567,6,0,1,3,0,1,0,2,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,2,1,3,0,0,2,1,2,1,0,1,0,2,1,0,2,9,0,0,0,6,0,2,10,0,5,7,1,0,0,0,0,3,0,0,1,1,2,0,6,2,1
18568,7,2,1,0,3,0,0,2,2,1,0,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1,2,4,0,0,4,1,2,0,0,2,2,2,1,4,0,7,6,0,0,6,0,2,51,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,9,6,0
18569,4,1,1,0,4,1,4,2,2,0,0,0,0,3,3,1,2,0,0,1,0,0,0,0,5,0,2,0,0,0,4,4,2,2,3,0,2,2,2,2,0,3,0,0,0,0,1,0,3,52,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,13,1,0
18570,6,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
18571,4,3,1,0,0,1,2,2,2,2,0,4,0,3,3,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,1,2,6,0,2,0,2,0,3,2,1,0,0,2,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
18572,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
18573,6,1,1,0,0,2,3,2,2,0,0,3,0,2,2,0,1,0,0,0,1,0,0,0,7,0,2,0,0,0,1,4,1,2,3,0,2,0,2,0,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,10,1,0
18574,3,3,1,4,3,1,0,2,2,1,0,4,6,3,0,7,1,0,0,0,0,0,0,1,8,0,1,1,0,0,0,4,2,2,2,0,2,4,2,1,3,2,0,0,0,0,3,0,2,51,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
18575,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,134,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
18576,6,11,1,0,0,1,4,2,2,0,0,5,0,4,4,0,2,0,0,0,0,1,0,0,7,0,2,0,2,0,1,4,1,2,2,0,2,0,2,1,4,3,0,0,0,1,1,0,3,23,0,4,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
18577,5,1,2,0,0,1,4,1,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
18578,5,11,1,0,0,1,3,2,2,0,0,4,0,2,3,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,12,4,1,2,3,0,2,0,2,1,2,2,1,0,0,0,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,1,1,0,0,10,1,0
18579,6,1,1,0,0,1,0,1,2,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,2,2,0,0,0,2,1,2,1,0,2,0,2,1,0,5,0,0,0,0,2,0,5,24,0,1,7,1,0,0,0,0,2,0,0,1,1,2,0,10,1,2
18580,4,1,1,0,0,2,3,2,2,0,0,0,0,5,5,0,3,0,1,0,0,0,0,0,5,0,2,0,0,0,1,4,2,2,1,0,2,0,2,0,0,4,0,0,0,1,1,0,4,21,0,1,0,1,0,0,0,0,0,6,0,2,1,1,0,9,1,0
18581,6,0,1,0,0,8,4,2,2,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,10,4,1,2,4,0,2,0,2,2,0,0,0,0,0,0,1,0,2,10,0,1,0,1,0,0,0,0,0,5,0,0,2,0,0,6,1,0
18582,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
18583,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,111,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18584,4,1,1,0,0,3,3,2,2,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,1,2,1,0,2,0,2,2,4,3,0,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,3,0,1,1,1,0,15,1,0
18585,4,11,1,4,0,4,0,2,2,1,0,4,0,3,0,0,1,0,0,0,0,0,0,0,9,0,1,1,3,0,0,4,1,2,2,0,2,0,2,1,3,2,0,0,0,0,3,0,2,10,0,5,0,1,0,1,0,0,1,0,0,1,1,2,0,9,2,0
18586,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,1,4,0,6,0,223,0,0,0,0,10,1,0,0,2,0,1,3,1,0,0,0,0,0,0,0,4,0,0
18587,5,1,2,0,0,1,4,2,2,0,0,4,0,2,2,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,2,4,2,2,2,0,2,0,2,1,2,2,1,0,0,0,1,0,2,21,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,11,1,0
