communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
cat11.0,cat10.0,31.0,47600.0,1.0,31601.0,2.54,12.63,83.22,0.77,4.39,15.73,28.57,15.16,14.26,31596.0,100.0,24763.0,73.92,1.54,37.36,32.68,7.02,15.2,29509.0,12929.0,14051.0,7496.0,9126.0,9107.0,5267.0,4542.0,4698.0,15.61,9.07,24.86,19.23,7.19,57.76,25.33,27.59,15.74,27.28,11.48,27.6,15.26,13.53,2.99,68.41,64.64,75.18,70.94,67.43,72.96,603.0,2.47,938.0,17.91,35.39,56.08,65.46,0.53,1.05,1.66,1.94,94.85,0.81,3.66,2.51,2.42,2.5,2.31,59.76,3.41,52.11,2.0,1807.0,87.33,57.83,2.77,42.34,1965.0,7.89,0.3,32200.0,49800.0,73600.0,41400.0,234.0,305.0,376.0,142.0,380.0,23.8,17.1,12.9,1.0,0.0,2.97,65.73,44.95,74.82,88.66,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,38.7,816.1,0.0,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,3.11,29.0,90.25,71.0,220.96,131.0,407.69,468.0,1456.49,1817.0,5654.8,151.0,469.94,6.0,18.67,722.02,7599.9
cat12.0,cat11.0,31.0,47600.0,1.0,25158.0,2.89,21.34,49.42,17.21,26.78,13.65,28.82,13.23,9.44,25158.0,100.0,25479.0,73.45,0.0,24.98,22.99,23.63,13.18,28567.0,10505.0,11407.0,10412.0,8238.0,9546.0,8330.0,7813.0,4689.0,19.02,14.03,34.18,11.64,10.16,55.94,15.39,20.63,17.38,14.03,13.91,35.23,18.96,16.57,3.47,58.06,56.36,61.46,57.16,58.63,61.68,1479.0,7.44,6645.0,21.87,32.75,47.67,62.3,5.78,8.65,12.59,16.46,60.3,10.8,12.43,8.45,2.84,2.9,2.79,48.07,18.18,72.06,2.0,714.0,92.42,47.14,3.78,18.35,1963.0,6.25,0.64,92800.0,117900.0,142700.0,49900.0,406.0,503.0,596.0,190.0,564.0,33.0,24.3,11.8,20.0,49.0,26.41,47.45,38.61,69.21,89.27,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,2.7,9387.3,11.22,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,12.0,44.42,21.0,77.73,309.0,1143.81,362.0,1340.0,478.0,1769.39,1460.0,5404.4,430.0,1591.71,20.0,74.03,2605.96,8839.53
cat13.0,cat12.0,31.0,47600.0,1.0,40641.0,2.54,12.18,86.39,1.12,0.68,21.51,36.83,23.96,11.5,0.0,0.0,20043.0,75.23,1.24,34.02,27.11,9.6,13.84,27655.0,11760.0,12608.0,6016.0,6636.0,9119.0,1982.0,16133.0,8759.0,23.91,15.28,28.52,23.41,6.93,58.62,16.08,29.05,15.13,27.47,10.16,39.19,13.43,11.95,2.92,64.6,60.7,71.28,67.77,58.45,68.49,996.0,3.56,626.0,33.23,49.52,53.51,59.74,0.51,0.76,0.82,0.92,96.72,0.59,2.99,1.87,2.29,2.4,2.17,53.11,2.49,53.27,2.0,1528.0,91.27,50.59,1.51,28.93,1966.0,10.67,0.23,40600.0,58200.0,84900.0,44300.0,193.0,267.0,329.0,136.0,332.0,27.9,20.0,12.3,28.0,2.0,1.54,70.53,41.51,72.68,88.87,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,30.0,1354.2,0.28,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,3.0,6.54,36.0,78.53,58.0,126.52,269.0,586.8,582.0,1269.58,1786.0,3895.99,148.0,322.85,9.0,19.63,798.39,5508.05
cat14.0,cat13.0,31.0,47600.0,1.0,57140.0,2.74,53.52,45.65,0.49,0.43,16.51,28.17,14.68,13.38,57140.0,100.0,19143.0,69.31,0.63,24.41,33.46,13.58,14.16,24442.0,9530.0,13974.0,5688.0,7669.0,12183.0,23509.0,10718.0,15283.0,27.71,14.49,34.5,16.56,11.05,51.37,17.94,27.79,18.07,22.71,10.92,30.7,14.18,12.74,3.26,58.65,50.22,63.07,59.7,64.38,70.59,4401.0,8.51,407.0,26.04,32.43,34.15,39.31,0.19,0.23,0.24,0.28,96.83,0.54,7.86,5.5,2.64,2.64,2.65,61.62,5.43,46.91,3.0,2318.0,90.0,61.74,4.06,39.65,1964.0,11.65,0.73,28100.0,41200.0,59900.0,31800.0,152.0,219.0,287.0,135.0,333.0,29.1,17.5,15.7,28.0,0.0,0.71,80.16,56.01,85.46,92.02,111.0,189.09,89.0,151.61,39900.0,67969.3,359.5,189.1,63.67,81.98,18.02,0.0,0.0,18.02,12.0,7.0,72.1,43.9,1301.5,0.93,44.0,3761016.0,80.18,10.0,10.81,64068.5,16.0,27.26,59.0,100.51,261.0,444.61,531.0,904.55,1754.0,2987.92,2010.0,3424.02,517.0,880.7,46.0,78.36,1476.93,7371.0
cat15.0,cat5.0,15.0,46042.0,1.0,13132.0,2.53,0.06,99.21,0.47,0.59,14.0,25.03,12.83,14.57,0.0,0.0,25797.0,73.95,2.53,56.06,34.35,6.6,12.89,32055.0,11907.0,11961.0,0.0,9097.0,5646.0,0.0,1810.0,863.0,6.84,16.28,25.41,15.31,3.67,65.62,27.69,20.11,22.67,21.74,6.08,27.56,8.37,7.32,3.04,79.99,81.44,87.19,85.51,81.24,85.52,100.0,0.87,119.0,13.45,17.65,26.05,26.05,0.12,0.16,0.24,0.24,91.11,0.42,3.61,2.46,2.43,2.62,1.88,80.28,0.94,38.26,3.0,180.0,96.65,74.48,0.0,40.56,1956.0,1.5,0.65,39700.0,53200.0,68900.0,29200.0,171.0,232.0,303.0,132.0,293.0,24.9,15.8,11.5,0.0,0.0,0.91,83.77,61.36,80.63,93.19,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,8.9,1481.2,0.08,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,8.0,70.29,0.0,0.0,9.0,65.82,67.0,489.98,283.0,2069.62,21.0,153.58,1.0,7.31,46.52,2720.49
cat16.0,cat5.0,123.0,40382.0,1.0,30954.0,2.69,2.52,94.39,2.03,1.55,12.07,25.43,11.42,10.45,30954.0,100.0,37856.0,82.29,0.89,51.08,23.45,4.87,16.45,43154.0,16459.0,16637.0,13140.0,12365.0,14634.0,9502.0,6914.0,1874.0,6.22,4.4,14.64,20.28,4.17,68.12,21.56,22.97,11.78,27.0,8.23,28.8,11.14,9.75,3.07,76.68,76.9,84.85,81.49,73.51,76.64,666.0,2.71,812.0,10.1,10.96,23.77,35.22,0.26,0.29,0.62,0.92,95.05,0.69,3.71,2.75,2.62,2.79,2.08,80.79,1.43,42.87,3.0,624.0,94.85,75.86,2.08,25.96,1969.0,0.35,0.35,73100.0,87800.0,106700.0,33600.0,376.0,473.0,569.0,193.0,512.0,26.9,21.2,12.0,0.0,0.0,2.62,77.05,55.61,81.72,92.71,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,17.9,1724.8,3.35,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,8.0,70.29,27.0,79.7,37.0,109.22,226.0,667.12,1618.0,4776.1,159.0,469.34,7.0,20.66,46.52,5933.23
cat17.0,cat14.0,3.0,25990.0,1.0,45532.0,2.85,2.65,95.72,1.04,2.28,11.86,27.51,12.36,9.76,43944.0,96.51,44635.0,84.94,0.71,50.24,24.74,3.78,18.37,48757.0,16723.0,17014.0,8297.0,13171.0,12425.0,10337.0,11655.0,1262.0,2.89,6.55,21.62,17.59,4.01,68.24,26.12,16.06,13.94,24.73,7.02,32.45,9.76,8.38,3.13,81.96,79.92,91.04,80.39,63.59,75.19,413.0,1.3,2377.0,9.38,11.7,17.12,27.01,0.49,0.61,0.89,1.41,90.41,0.92,4.08,3.15,2.73,2.86,2.29,79.94,1.23,32.43,3.0,629.0,96.21,76.15,0.16,29.89,1960.0,0.89,0.13,128000.0,143400.0,164700.0,36700.0,394.0,563.0,676.0,282.0,668.0,24.8,22.6,13.1,8.0,1.0,5.22,47.43,60.3,83.68,88.85,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,34.6,1314.3,1.28,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,2.19,0.0,0.0,23.0,50.46,17.0,37.29,282.0,618.62,906.0,1987.5,232.0,508.94,7.0,15.36,89.94,3130.42
cat18.0,cat11.0,31.0,47600.0,1.0,180038.0,2.62,1.3,74.02,14.14,20.96,12.04,26.68,12.37,11.54,180038.0,100.0,34372.0,76.17,0.62,40.04,20.3,11.27,11.51,39652.0,17966.0,19362.0,17693.0,20931.0,16696.0,9438.0,11182.0,25484.0,14.37,11.54,22.83,28.55,6.95,60.04,14.43,24.78,9.07,33.09,8.68,34.45,13.33,11.12,3.22,77.1,74.78,86.01,79.01,52.45,59.33,3034.0,2.62,81352.0,30.33,41.41,50.77,60.4,13.71,18.71,22.94,27.29,46.84,15.46,6.98,4.6,2.59,2.63,2.56,39.38,18.31,75.17,2.0,3510.0,95.13,38.71,2.25,17.69,1962.0,1.53,0.46,249800.0,343600.0,469800.0,220000.0,511.0,626.0,763.0,252.0,688.0,30.5,25.3,11.6,82.0,17.0,45.19,29.68,37.69,73.29,76.85,204.0,113.73,189.0,105.36,254080.0,141645.0,1245.5,113.7,92.47,78.43,3.92,11.76,5.39,21.08,12.0,11.0,16.9,31.7,5677.3,4.15,86.0,2.090041E7,92.65,5.0,5.88,116516.0,9.0,5.02,30.0,16.72,355.0,197.91,277.0,154.42,1596.0,889.74,4501.0,2509.23,1447.0,806.68,73.0,40.7,374.07,4246.34
cat19.0,cat15.0,31.0,47600.0,1.0,14869.0,2.67,2.28,94.74,2.67,0.74,13.71,20.33,9.48,12.38,14882.0,100.0,49851.0,81.88,0.89,69.45,23.77,1.59,19.47,58871.0,22647.0,22959.0,12964.0,15565.0,22630.0,9548.0,7828.0,340.0,2.35,1.33,5.95,54.76,2.57,66.85,10.06,43.92,2.33,53.3,5.73,22.37,11.09,8.64,3.01,82.5,82.05,94.94,78.0,64.94,72.84,86.0,0.74,704.0,11.79,16.19,26.85,28.84,0.56,0.77,1.27,1.37,94.75,0.53,2.47,1.9,2.6,2.69,2.14,85.62,0.43,18.79,3.0,164.0,97.14,82.53,0.61,30.49,1963.0,0.18,0.21,89100.0,117500.0,148000.0,58900.0,303.0,394.0,502.0,199.0,465.0,24.6,18.7,11.4,10.0,0.0,4.73,58.81,59.75,85.21,89.74,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,5.8,2552.7,1.96,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,2.0,13.24,10.0,66.18,5.0,33.09,99.0,655.15,414.0,2739.73,18.0,119.12,4.0,26.47,112.5,3540.47
cat20.0,cat10.0,31.0,47600.0,1.0,261721.0,2.6,8.41,82.64,3.92,8.91,14.18,32.78,15.14,4.58,261763.0,100.0,35048.0,90.25,0.81,39.01,11.05,2.71,9.12,41620.0,16239.0,17420.0,11615.0,13416.0,11175.0,7804.0,9045.0,21272.0,8.21,3.71,12.19,29.99,4.99,74.65,18.91,18.97,10.6,30.91,10.73,30.21,14.79,12.77,3.14,78.19,75.99,87.64,76.69,63.48,71.53,2898.0,1.89,20006.0,19.03,30.13,44.66,56.86,1.45,2.3,3.41,4.35,87.44,2.2,4.07,2.8,2.58,2.89,2.25,58.0,4.95,47.54,3.0,12116.0,89.26,51.84,1.81,27.45,1978.0,5.5,0.14,64100.0,82800.0,110200.0,46100.0,312.0,382.0,469.0,157.0,444.0,23.7,22.0,11.8,47.0,1.0,7.64,51.54,36.76,67.01,84.09,356.0,121.78,330.0,112.89,350000.0,119730.2,983.1,121.8,95.56,87.08,6.74,6.18,0.0,12.92,28.0,10.0,42.1,96.4,2716.3,0.14,98.0,2.0195376E7,92.7,10.0,7.87,69085.6,7.0,2.39,146.0,49.94,710.0,242.88,1396.0,477.55,3977.0,1360.48,11514.0,3938.78,2452.0,838.8,97.0,33.18,772.77,6171.23
cat21.0,cat5.0,53.0,51730.0,1.0,50889.0,2.77,1.61,95.66,2.04,1.02,13.13,26.94,12.19,4.77,50889.0,100.0,51314.0,92.25,1.19,58.68,11.08,2.41,7.95,59421.0,21908.0,22294.0,16470.0,10181.0,14316.0,1754.0,9794.0,1681.0,3.36,1.57,5.56,41.39,3.24,78.05,19.44,22.51,7.08,39.55,7.99,27.64,10.17,9.09,3.14,85.61,86.12,93.55,87.45,66.82,73.32,407.0,1.31,1330.0,13.98,22.48,28.95,36.92,0.37,0.59,0.76,0.96,94.19,0.56,3.3,2.51,2.72,2.95,2.08,79.9,1.21,40.32,3.0,1255.0,93.6,73.63,0.08,14.5,1979.0,0.29,0.14,97700.0,127400.0,167500.0,69800.0,506.0,578.0,663.0,157.0,611.0,22.9,21.7,11.5,0.0,0.0,2.61,63.24,43.01,76.47,85.75,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,34.1,1491.7,2.64,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,8.0,70.29,13.0,21.41,55.0,90.6,271.0,446.39,1468.0,2418.09,100.0,164.72,62.0,102.13,46.52,3131.33
cat22.0,cat4.0,31.0,47600.0,1.0,7322564.0,2.6,28.71,52.26,7.0,24.36,13.06,27.46,13.09,11.62,7322564.0,100.0,29823.0,73.57,0.48,35.38,24.6,13.12,12.56,34360.0,16281.0,21972.0,10505.0,10861.0,12851.0,7151.0,8420.0,1384994.0,19.29,14.1,31.68,22.98,8.98,56.12,11.41,28.4,11.64,30.55,9.13,41.0,14.02,11.77,3.27,57.64,52.24,67.42,59.25,47.37,56.42,527557.0,10.5,2082931.0,15.87,25.51,36.37,45.77,4.51,7.26,10.34,13.02,59.04,9.84,9.16,5.71,2.54,2.8,2.43,31.59,12.3,73.76,2.0,172768.0,94.23,28.64,4.83,40.33,1946.0,7.33,1.25,149700.0,189600.0,244600.0,94900.0,320.0,448.0,615.0,295.0,496.0,25.7,21.8,14.1,23383.0,10447.0,28.45,53.09,63.06,82.76,89.78,25655.0,350.5,22496.0,307.34,8328470.0,113784.0,324.6,350.5,75.94,76.21,11.17,11.82,0.69,23.45,1773.0,10.0,242.2,320.1,22878.2,54.33,3187.0,1.617293056E9,87.69,5.0,6.91,220955.41,1946.0,26.59,2818.0,38.5,86001.0,1174.95,62778.0,857.68,99207.0,1355.37,235132.0,3212.39,112464.0,1536.49,4443.0,60.7,2097.71,6164.95
cat23.0,cat11.0,31.0,47600.0,1.0,26436.0,3.34,18.97,53.6,20.84,10.73,16.16,37.22,19.09,4.13,26436.0,100.0,29043.0,90.39,0.53,28.69,10.74,6.9,15.99,28870.0,11338.0,12871.0,10242.0,6333.0,9734.0,7196.0,8444.0,2328.0,9.67,5.8,15.83,17.01,3.5,75.2,6.69,20.66,9.67,20.38,7.15,24.55,11.83,9.33,3.32,80.12,77.88,90.58,78.19,51.64,64.58,258.0,1.69,4849.0,12.27,18.31,29.88,43.12,2.25,3.36,5.48,7.91,71.79,4.31,7.26,6.07,3.05,2.8,3.18,31.74,11.94,55.65,2.0,353.0,95.73,34.5,0.57,3.12,1976.0,1.62,0.24,150800.0,172500.0,196500.0,45700.0,512.0,607.0,689.0,177.0,666.0,31.6,23.3,12.3,0.0,0.0,18.34,24.24,26.33,46.38,54.52,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,9.1,2917.9,1.93,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,2.0,12.89,9.0,58.03,42.0,270.79,47.0,303.03,226.0,1457.12,547.0,3526.76,50.0,322.37,5.0,32.24,644.75,5338.49
cat24.0,cat16.0,9.0,41300.0,1.0,12183.0,2.36,0.41,97.55,1.55,0.91,11.29,26.87,12.2,11.28,0.0,0.0,32221.0,84.63,0.51,38.36,23.87,3.37,10.47,40745.0,15012.0,15086.0,12405.0,20559.0,7679.0,7826.0,11733.0,728.0,6.07,5.83,17.61,26.78,3.14,69.56,14.87,36.57,11.79,29.23,9.73,28.87,13.85,11.94,2.93,74.41,72.56,84.48,77.2,75.27,77.15,160.0,1.78,376.0,23.14,23.14,34.57,37.77,0.71,0.71,1.07,1.17,93.31,1.23,1.9,1.18,2.32,2.61,2.02,58.03,1.26,56.02,2.0,545.0,90.47,51.73,1.28,34.31,1957.0,3.83,0.79,88900.0,117200.0,148400.0,59500.0,357.0,451.0,553.0,196.0,499.0,26.1,23.7,13.7,2.0,0.0,3.09,54.87,42.07,69.61,75.44,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,41.8,291.4,0.75,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,1.0,8.07,0.0,0.0,17.0,137.13,64.0,516.25,582.0,4694.68,27.0,217.79,4.0,32.27,145.2,5461.0
cat25.0,cat17.0,31.0,47600.0,1.0,16023.0,2.63,13.79,83.94,1.42,2.4,11.91,23.09,10.33,13.65,16023.0,100.0,34934.0,80.47,0.3,47.11,27.98,2.74,23.43,39691.0,15534.0,16027.0,13246.0,9320.0,11052.0,9621.0,14449.0,904.0,5.75,4.07,14.21,21.25,5.39,64.92,18.44,24.03,9.88,32.44,10.45,23.08,13.36,11.99,2.96,77.22,72.98,82.62,75.63,67.95,75.78,167.0,1.41,742.0,10.38,12.4,19.68,23.72,0.48,0.57,0.91,1.1,93.6,0.75,3.74,2.82,2.58,2.61,2.45,78.92,2.26,29.4,3.0,437.0,93.31,77.85,1.14,29.52,1972.0,2.03,0.08,61700.0,73900.0,92300.0,30600.0,371.0,457.0,508.0,137.0,543.0,24.5,20.9,11.3,0.0,0.0,4.63,28.32,45.19,75.45,81.03,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,10.1,1581.4,0.58,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,10.0,55.52,19.0,105.48,72.0,399.71,226.0,1254.65,721.0,4002.66,63.0,349.75,2.0,11.1,560.71,5618.16
cat26.0,cat13.0,31.0,47600.0,1.0,24692.0,2.54,0.06,97.72,0.77,1.86,12.84,25.81,11.93,14.62,0.0,0.0,26198.0,73.97,1.36,42.1,31.04,3.92,16.09,31007.0,12779.0,12784.0,0.0,13934.0,12182.0,9809.0,9511.0,2120.0,8.72,8.18,22.43,15.11,3.31,63.1,27.42,16.18,22.66,21.56,9.43,20.49,13.38,11.54,2.96,78.73,76.61,88.72,85.57,69.07,75.45,173.0,0.89,354.0,18.93,23.73,27.68,29.94,0.27,0.34,0.4,0.43,95.9,0.75,3.36,2.47,2.51,2.58,2.38,65.6,2.8,41.45,3.0,586.0,94.31,63.8,0.34,26.45,1976.0,8.04,0.4,44800.0,60300.0,75500.0,30700.0,252.0,302.0,373.0,121.0,389.0,24.8,19.6,11.7,0.0,0.0,1.43,40.4,39.82,70.19,77.43,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,23.0,1073.9,0.0,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,9.0,29.18,10.0,32.42,44.0,142.64,233.0,755.34,1215.0,3938.79,48.0,155.61,6.0,19.45,204.23,4869.19
cat27.0,cat10.0,31.0,47600.0,1.0,13842.0,2.35,0.41,94.65,1.98,7.95,8.23,18.3,6.98,13.57,13842.0,100.0,45892.0,80.46,1.07,65.77,25.19,0.73,15.55,53342.0,24462.0,24669.0,12941.0,16625.0,36559.0,10485.0,12650.0,460.0,3.33,2.73,7.59,48.93,2.69,70.55,8.73,31.56,3.65,48.83,9.63,23.77,15.57,12.8,2.86,78.29,77.07,91.35,86.93,69.26,74.41,27.0,0.32,703.0,0.85,5.26,15.08,30.16,0.04,0.27,0.77,1.53,89.62,1.21,2.69,1.82,2.35,2.36,2.33,75.61,1.36,30.49,3.0,319.0,94.85,75.35,1.25,32.6,1953.0,0.87,0.24,83600.0,108900.0,146700.0,63100.0,445.0,529.0,632.0,187.0,675.0,20.2,18.5,12.1,0.0,0.0,5.08,60.71,57.14,86.99,94.36,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,3.7,3697.1,1.11,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,6.69,2.0,13.38,24.0,160.6,25.0,167.29,149.0,997.06,357.0,2388.92,45.0,301.12,1.0,6.69,347.97,3693.79
cat28.0,cat11.0,31.0,47600.0,1.0,88693.0,2.7,2.92,87.36,2.82,13.97,13.77,30.92,15.15,9.65,88693.0,100.0,28108.0,78.15,0.53,34.68,21.99,12.74,16.03,32096.0,13518.0,14237.0,9215.0,9266.0,9291.0,7746.0,8951.0,11184.0,12.92,6.71,21.49,14.45,7.07,61.86,12.47,21.82,11.44,23.15,13.12,31.67,19.09,16.22,3.09,65.86,63.25,74.02,65.85,52.92,62.42,2000.0,3.29,8610.0,20.75,31.36,43.8,50.16,2.01,3.04,4.25,4.87,85.2,3.17,5.26,3.68,2.63,2.64,2.63,40.87,8.76,63.54,2.0,1560.0,95.47,40.71,1.47,11.03,1970.0,2.97,0.24,128100.0,158000.0,209600.0,81500.0,434.0,507.0,587.0,153.0,548.0,30.8,23.6,10.8,13.0,76.0,9.71,45.45,35.36,77.14,83.16,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,14.9,5943.0,2.17,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,8.0,8.59,42.0,45.1,243.0,260.94,540.0,579.87,1368.0,1469.01,4316.0,4634.68,889.0,954.64,31.0,33.29,894.51,7091.62
cat29.0,cat18.0,31.0,47600.0,1.0,11235.0,2.6,1.89,82.45,1.82,18.16,14.59,25.62,12.02,13.36,0.0,0.0,23258.0,72.45,1.78,34.4,27.62,10.28,16.58,28495.0,10965.0,11785.0,6562.0,18700.0,5910.0,6497.0,7045.0,1680.0,15.28,12.99,26.49,14.51,6.5,57.18,18.92,22.82,16.52,24.61,10.96,24.93,13.25,12.15,3.12,75.49,73.66,84.59,76.77,61.08,71.15,183.0,1.84,695.0,27.63,30.07,38.71,40.0,1.71,1.86,2.39,2.47,83.37,2.94,5.93,4.1,2.55,2.71,2.29,66.4,4.87,47.7,3.0,321.0,93.07,62.56,2.18,38.94,1963.0,6.75,0.32,40000.0,53900.0,74800.0,34800.0,195.0,268.0,343.0,148.0,306.0,26.2,16.1,11.5,0.0,0.0,6.19,48.88,44.43,76.23,87.33,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,9.4,1189.1,0.09,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,2.0,14.57,20.0,145.72,3.0,21.86,132.0,961.75,217.0,1581.06,975.0,7103.83,55.0,400.73,8.0,58.29,1143.9,9143.9
cat30.0,cat13.0,31.0,47600.0,1.0,28259.0,2.86,42.15,56.94,0.52,0.5,16.26,28.79,13.83,9.53,28259.0,100.0,22052.0,77.25,1.32,21.89,25.09,13.69,9.35,27523.0,10009.0,13654.0,5095.0,5019.0,15413.0,10764.0,9752.0,6410.0,22.94,15.88,37.55,10.76,8.34,59.29,14.03,21.22,19.96,20.04,11.69,29.48,16.28,14.22,3.33,60.12,51.11,61.99,61.76,67.15,72.4,2412.0,9.54,187.0,0.0,5.88,26.2,28.34,0.0,0.04,0.17,0.19,98.41,0.18,7.83,5.91,2.83,2.88,2.77,58.69,6.3,43.55,3.0,626.0,94.04,57.74,8.31,28.75,1967.0,12.35,1.08,38900.0,50900.0,69100.0,30200.0,155.0,248.0,318.0,163.0,343.0,29.0,20.5,14.1,13.0,0.0,0.66,53.03,52.14,82.37,88.6,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,14.9,1900.7,0.1,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,7.0,25.12,24.0,86.13,121.0,434.25,50.0,179.44,197.0,707.01,797.0,2860.32,238.0,854.15,0.0,0.0,724.95,4421.48
